trial,index,start_state
0,680,43958
0,681,43971
0,682,44032
0,683,44073
0,684,44164
0,685,44194
0,686,44333
0,687,44374
0,688,44394
0,689,44466
0,690,44550
0,691,44605
0,692,44638
0,693,44650
0,694,44703
0,695,44796
0,696,44815
0,697,44867
0,698,44879
0,699,44905
0,700,44965
0,701,45032
0,702,45038
0,703,45110
0,704,45147
0,705,45244
0,706,45473
0,707,45475
0,708,45479
0,709,45531
0,710,45722
0,711,45962
0,712,45965
0,713,46102
0,714,46133
0,715,46202
0,716,46276
0,717,46360
0,718,46363
0,719,46483
0,720,46641
0,721,46674
0,722,46741
0,723,46758
0,724,46855
0,725,46865
0,726,46876
0,727,46891
0,728,46907
0,729,46912
0,730,46915
0,731,46959
0,732,46998
0,733,47049
0,734,47150
0,735,47166
0,736,47167
0,737,47175
0,738,47324
0,739,47325
0,740,47406
0,741,47425
0,742,47445
0,743,47491
0,744,47508
0,745,47547
0,746,47566
0,747,47615
0,748,47674
0,749,47676
0,750,47725
0,751,47731
0,752,47750
0,753,47797
0,754,47836
0,755,47931
0,756,47965
0,757,48094
0,758,48150
0,759,48215
0,760,48294
0,761,48335
0,762,48343
0,763,48475
0,764,48486
0,765,48600
0,766,48732
0,767,48796
0,768,48807
0,769,48824
0,770,48840
0,771,48945
0,772,48954
0,773,49057
0,774,49079
0,775,49266
0,776,49338
0,777,49422
0,778,49467
0,779,49492
0,780,49633
0,781,49758
0,782,49775
0,783,49795
0,784,49842
0,785,49893
0,786,49962
0,787,50077
0,788,50145
0,789,50503
0,790,50513
0,791,50626
0,792,50638
0,793,50659
0,794,50829
0,795,51009
0,796,51015
0,797,51097
0,798,51155
0,799,51526
0,800,51641
0,801,51655
0,802,51698
0,803,51865
0,804,51959
0,805,52007
0,806,52204
0,807,52294
0,808,52362
0,809,52387
0,810,52466
0,811,52482
0,812,52488
0,813,52511
0,814,52622
0,815,52724
0,816,52928
0,817,53072
0,818,53091
0,819,53101
0,820,53209
0,821,53449
0,822,53586
0,823,53587
0,824,53657
0,825,53698
0,826,53746
0,827,53760
0,828,53867
0,829,53894
0,830,53901
0,831,53999
0,832,54033
0,833,54087
0,834,54137
0,835,54144
0,836,54188
0,837,54189
0,838,54203
0,839,54210
0,840,54303
0,841,54320
0,842,54343
0,843,54463
0,844,54507
0,845,54673
0,846,54717
0,847,54728
0,848,54746
0,849,54889
0,850,54916
0,851,54919
0,852,54949
0,853,55068
0,854,55114
0,855,55148
0,856,55204
0,857,55354
0,858,55358
0,859,55463
0,860,55466
0,861,55648
0,862,55681
0,863,55724
0,864,55786
0,865,55811
0,866,55820
0,867,55897
0,868,55902
0,869,55988
0,870,56013
0,871,56020
0,872,56050
0,873,56097
0,874,56160
0,875,56171
0,876,56185
0,877,56199
0,878,56289
0,879,56345
0,880,56424
0,881,56479
0,882,56492
0,883,56493
0,884,56497
0,885,56783
0,886,56868
0,887,56906
0,888,56912
0,889,56915
0,890,56921
0,891,56927
0,892,56951
0,893,56970
0,894,57099
0,895,57186
0,896,57425
0,897,57507
0,898,57671
0,899,57706
0,900,57715
0,901,57803
0,902,57816
0,903,57879
0,904,58219
0,905,58289
0,906,58390
0,907,58465
0,908,58589
0,909,58756
0,910,58776
0,911,58885
0,912,58999
0,913,59048
0,914,59057
0,915,59198
0,916,59215
0,917,59252
0,918,59302
0,919,59332
0,920,59354
0,921,59413
0,922,59417
0,923,59603
0,924,59627
0,925,59679
0,926,59715
0,927,59812
0,928,59866
0,929,59916
0,930,59940
0,931,59960
0,932,60001
0,933,60002
0,934,60004
0,935,60033
0,936,60040
0,937,60053
0,938,60056
0,939,60138
0,940,60327
0,941,60534
0,942,60544
0,943,60591
0,944,60682
0,945,60761
0,946,60775
0,947,60817
0,948,60888
0,949,61008
0,950,61046
0,951,61116
0,952,61178
0,953,61222
0,954,61353
0,955,61511
0,956,61517
0,957,61553
0,958,61592
0,959,61615
0,960,61620
0,961,61743
0,962,61744
0,963,61749
0,964,61818
0,965,61959
0,966,62062
0,967,62084
0,968,62115
0,969,62168
0,970,62170
0,971,62174
0,972,62243
0,973,62282
0,974,62347
0,975,62476
0,976,62489
0,977,62498
0,978,62589
0,979,62594
0,980,62675
0,981,62694
0,982,62788
0,983,62840
0,984,62907
0,985,62946
0,986,63029
0,987,63081
0,988,63108
0,989,63188
0,990,63351
0,991,63483
0,992,63490
0,993,63550
0,994,63744
0,995,63775
0,996,63885
0,997,63931
0,998,64027
0,999,64066
0,1000,64117
0,1001,64121
0,1002,64159
0,1003,64185
0,1004,64216
0,1005,64293
0,1006,64378
0,1007,64387
0,1008,64530
0,1009,64612
0,1010,64667
0,1011,64695
0,1012,64720
0,1013,64791
0,1014,64859
0,1015,64947
0,1016,64969
0,1017,64988
0,1018,65213
0,1019,65248
0,1020,65379
0,1021,65383
0,1022,65442
0,1023,65527
1,0,6
1,1,17
1,2,62
1,3,87
1,4,145
1,5,214
1,6,215
1,7,265
1,8,485
1,9,545
1,10,581
1,11,647
1,12,710
1,13,726
1,14,778
1,15,818
1,16,831
1,17,871
1,18,892
1,19,1046
1,20,1191
1,21,1228
1,22,1297
1,23,1390
1,24,1405
1,25,1535
1,26,1668
1,27,1779
1,28,1871
1,29,1880
1,30,1947
1,31,2091
1,32,2124
1,33,2159
1,34,2276
1,35,2434
1,36,2473
1,37,2511
1,38,2519
1,39,2595
1,40,2610
1,41,2682
1,42,2701
1,43,2746
1,44,2847
1,45,2882
1,46,2915
1,47,2967
1,48,3043
1,49,3081
1,50,3145
1,51,3246
1,52,3426
1,53,3573
1,54,3747
1,55,3793
1,56,3894
1,57,4021
1,58,4132
1,59,4320
1,60,4372
1,61,4420
1,62,4431
1,63,4448
1,64,4509
1,65,4515
1,66,4653
1,67,4731
1,68,4758
1,69,4785
1,70,4822
1,71,4831
1,72,4837
1,73,4847
1,74,4979
1,75,5095
1,76,5200
1,77,5206
1,78,5231
1,79,5263
1,80,5320
1,81,5322
1,82,5342
1,83,5399
1,84,5526
1,85,5572
1,86,5598
1,87,5688
1,88,5689
1,89,5713
1,90,5745
1,91,5817
1,92,5853
1,93,6030
1,94,6044
1,95,6119
1,96,6144
1,97,6283
1,98,6393
1,99,6395
1,100,6425
1,101,6487
1,102,6538
1,103,6564
1,104,6764
1,105,6862
1,106,6960
1,107,7164
1,108,7242
1,109,7245
1,110,7323
1,111,7341
1,112,7418
1,113,7460
1,114,7569
1,115,7716
1,116,7771
1,117,7773
1,118,7835
1,119,7837
1,120,7861
1,121,7879
1,122,7905
1,123,7922
1,124,7927
1,125,8025
1,126,8076
1,127,8091
1,128,8100
1,129,8121
1,130,8128
1,131,8430
1,132,8443
1,133,8525
1,134,8588
1,135,8716
1,136,8724
1,137,8774
1,138,8793
1,139,9032
1,140,9089
1,141,9119
1,142,9158
1,143,9303
1,144,9438
1,145,9559
1,146,9676
1,147,9738
1,148,9822
1,149,9938
1,150,9949
1,151,9965
1,152,9975
1,153,9999
1,154,10038
1,155,10210
1,156,10238
1,157,10505
1,158,10532
1,159,10547
1,160,10593
1,161,10643
1,162,10798
1,163,10826
1,164,10869
1,165,10897
1,166,10943
1,167,10971
1,168,11078
1,169,11208
1,170,11236
1,171,11300
1,172,11318
1,173,11409
1,174,11501
1,175,11548
1,176,11608
1,177,11711
1,178,11733
1,179,11744
1,180,11847
1,181,11977
1,182,12011
1,183,12012
1,184,12018
1,185,12088
1,186,12122
1,187,12143
1,188,12284
1,189,12299
1,190,12326
1,191,12357
1,192,12405
1,193,12513
1,194,12606
1,195,12733
1,196,12748
1,197,12793
1,198,12839
1,199,12845
1,200,12943
1,201,12959
1,202,12980
1,203,13030
1,204,13232
1,205,13254
1,206,13264
1,207,13273
1,208,13289
1,209,13321
1,210,13465
1,211,13485
1,212,13520
1,213,13533
1,214,13567
1,215,13590
1,216,13812
1,217,13823
1,218,13843
1,219,13911
1,220,13912
1,221,13965
1,222,13975
1,223,14189
1,224,14386
1,225,14608
1,226,14636
1,227,14647
1,228,14679
1,229,14791
1,230,14834
1,231,14845
1,232,14876
1,233,14877
1,234,14878
1,235,14925
1,236,14937
1,237,14939
1,238,14972
1,239,15091
1,240,15199
1,241,15362
1,242,15574
1,243,15582
1,244,15664
1,245,15714
1,246,15806
1,247,15823
1,248,15866
1,249,15887
1,250,15900
1,251,15912
1,252,15957
1,253,16145
1,254,16378
1,255,16389
1,256,16433
1,257,16503
1,258,16589
1,259,16687
1,260,16849
1,261,16859
1,262,16884
1,263,16890
1,264,16897
1,265,16922
1,266,16928
1,267,16961
1,268,17015
1,269,17061
1,270,17144
1,271,17153
1,272,17309
1,273,17604
1,274,17634
1,275,17643
1,276,17696
1,277,17766
1,278,17928
1,279,17949
1,280,18106
1,281,18175
1,282,18259
1,283,18325
1,284,18386
1,285,18585
1,286,18640
1,287,18776
1,288,18799
1,289,18836
1,290,18889
1,291,18969
1,292,18970
1,293,18971
1,294,18973
1,295,19110
1,296,19188
1,297,19197
1,298,19362
1,299,19416
1,300,19439
1,301,19444
1,302,19495
1,303,19497
1,304,19549
1,305,19628
1,306,19773
1,307,19811
1,308,19943
1,309,19980
1,310,19990
1,311,20065
1,312,20112
1,313,20121
1,314,20248
1,315,20351
1,316,20443
1,317,20454
1,318,20464
1,319,20519
1,320,20678
1,321,20679
1,322,20681
1,323,20837
1,324,20859
1,325,20866
1,326,21170
1,327,21349
1,328,21442
1,329,21484
1,330,21544
1,331,21568
1,332,21570
1,333,21657
1,334,21677
1,335,21803
1,336,21877
1,337,21878
1,338,21891
1,339,21894
1,340,21898
1,341,21948
1,342,21970
1,343,21993
1,344,22055
1,345,22088
1,346,22188
1,347,22220
1,348,22392
1,349,22402
1,350,22442
1,351,22448
1,352,22524
1,353,22895
1,354,23094
1,355,23190
1,356,23344
1,357,23347
1,358,23377
1,359,23535
1,360,23577
1,361,23620
1,362,23627
1,363,23709
1,364,23790
1,365,23814
1,366,23818
1,367,23903
1,368,24009
1,369,24097
1,370,24233
1,371,24347
1,372,24448
1,373,24696
1,374,24787
1,375,24916
1,376,24944
1,377,24977
1,378,25017
1,379,25048
1,380,25057
1,381,25143
1,382,25246
1,383,25520
1,384,25673
1,385,25730
1,386,25748
1,387,25791
1,388,25795
1,389,25817
1,390,25820
1,391,25926
1,392,25929
1,393,25962
1,394,26204
1,395,26208
1,396,26272
1,397,26315
1,398,26531
1,399,26558
1,400,26610
1,401,26653
1,402,26777
1,403,26907
1,404,27017
1,405,27027
1,406,27111
1,407,27181
1,408,27221
1,409,27237
1,410,27261
1,411,27325
1,412,27582
1,413,27695
1,414,27717
1,415,27776
1,416,27779
1,417,27857
1,418,27940
1,419,27989
1,420,28059
1,421,28099
1,422,28131
1,423,28171
1,424,28253
1,425,28285
1,426,28294
1,427,28320
1,428,28329
1,429,28354
1,430,28395
1,431,28411
1,432,28425
1,433,28590
1,434,28621
1,435,28645
1,436,28736
1,437,28788
1,438,28808
1,439,28817
1,440,28827
1,441,28860
1,442,28952
1,443,29055
1,444,29063
1,445,29090
1,446,29134
1,447,29143
1,448,29255
1,449,29284
1,450,29287
1,451,29380
1,452,29397
1,453,29436
1,454,29482
1,455,29485
1,456,29532
1,457,29581
1,458,29587
1,459,29615
1,460,29968
1,461,30079
1,462,30085
1,463,30157
1,464,30210
1,465,30212
1,466,30448
1,467,30464
1,468,30505
1,469,30538
1,470,30552
1,471,30629
1,472,30693
1,473,30726
1,474,30752
1,475,30764
1,476,30778
1,477,30846
1,478,30930
1,479,30981
1,480,31047
1,481,31166
1,482,31212
1,483,31226
1,484,31259
1,485,31306
1,486,31403
1,487,31473
1,488,31501
1,489,31669
1,490,31712
1,491,31721
1,492,31786
1,493,31811
1,494,31870
1,495,31887
1,496,31982
1,497,31993
1,498,32007
1,499,32025
1,500,32066
1,501,32074
1,502,32110
1,503,32126
1,504,32163
1,505,32227
1,506,32234
1,507,32342
1,508,32399
1,509,32463
1,510,32557
1,511,32696
1,512,32698
1,513,32745
1,514,32792
1,515,32816
1,516,32845
1,517,32890
1,518,32951
1,519,33038
1,520,33056
1,521,33077
1,522,33100
1,523,33161
1,524,33183
1,525,33202
1,526,33217
1,527,33427
1,528,33500
1,529,33567
1,530,33622
1,531,33656
1,532,33765
1,533,33828
1,534,33911
1,535,33960
1,536,34081
1,537,34195
1,538,34217
1,539,34283
1,540,34316
1,541,34317
1,542,34363
1,543,34381
1,544,34403
1,545,34408
1,546,34457
1,547,34541
1,548,34544
1,549,34552
1,550,34712
1,551,34805
1,552,34847
1,553,34878
1,554,34912
1,555,34952
1,556,34959
1,557,35131
1,558,35139
1,559,35260
1,560,35345
1,561,35440
1,562,35543
1,563,35611
1,564,35829
1,565,35871
1,566,35969
1,567,36046
1,568,36156
1,569,36158
1,570,36208
1,571,36218
1,572,36274
1,573,36329
1,574,36357
1,575,36374
1,576,36446
1,577,36494
1,578,36515
1,579,36645
1,580,36705
1,581,36724
1,582,36741
1,583,36747
1,584,36835
1,585,36890
1,586,37003
1,587,37036
1,588,37073
1,589,37146
1,590,37311
1,591,37358
1,592,37374
1,593,37503
1,594,37526
1,595,37555
1,596,37693
1,597,37704
1,598,37761
1,599,37769
1,600,37827
1,601,37874
1,602,37886
1,603,37939
1,604,37963
1,605,38009
1,606,38079
1,607,38173
1,608,38223
1,609,38253
1,610,38469
1,611,38649
1,612,38664
1,613,38769
1,614,38858
1,615,38876
1,616,38975
1,617,38979
1,618,38982
1,619,39045
1,620,39055
1,621,39068
1,622,39072
1,623,39188
1,624,39204
1,625,39240
1,626,39259
1,627,39326
1,628,39329
1,629,39417
1,630,39505
1,631,39594
1,632,39662
1,633,39697
1,634,39759
1,635,39856
1,636,39936
1,637,39971
1,638,40057
1,639,40114
1,640,40241
1,641,40397
1,642,40446
1,643,40466
1,644,40584
1,645,40614
1,646,40697
1,647,40699
1,648,40738
1,649,40759
1,650,40786
1,651,40878
1,652,40928
1,653,41001
1,654,41012
1,655,41024
1,656,41069
1,657,41102
1,658,41115
1,659,41183
1,660,41207
1,661,41329
1,662,41336
1,663,41487
1,664,41677
1,665,41693
1,666,41933
1,667,41976
1,668,41977
1,669,42061
1,670,42209
1,671,42270
1,672,42398
1,673,42410
1,674,42418
1,675,42561
1,676,42570
1,677,42702
1,678,42734
1,679,42776
1,680,42854
1,681,42891
1,682,42924
1,683,42934
1,684,42998
1,685,43025
1,686,43059
1,687,43062
1,688,43088
1,689,43165
1,690,43186
1,691,43494
1,692,43736
1,693,43737
1,694,43758
1,695,43850
1,696,43867
1,697,43907
1,698,44009
1,699,44217
1,700,44268
1,701,44457
1,702,44567
1,703,44633
1,704,44665
1,705,44684
1,706,44781
1,707,44795
1,708,44914
1,709,44952
1,710,45043
1,711,45077
1,712,45136
1,713,45323
1,714,45384
1,715,45457
1,716,45481
1,717,45590
1,718,45606
1,719,45632
1,720,45786
1,721,45805
1,722,45811
1,723,45857
1,724,45880
1,725,45975
1,726,46034
1,727,46041
1,728,46044
1,729,46061
1,730,46199
1,731,46217
1,732,46233
1,733,46336
1,734,46510
1,735,46539
1,736,46543
1,737,46640
1,738,46679
1,739,46709
1,740,46798
1,741,46840
1,742,46860
1,743,47103
1,744,47297
1,745,47431
1,746,47449
1,747,47457
1,748,47663
1,749,47689
1,750,47897
1,751,47903
1,752,47920
1,753,48032
1,754,48124
1,755,48199
1,756,48263
1,757,48326
1,758,48353
1,759,48543
1,760,48570
1,761,48580
1,762,48610
1,763,48728
1,764,48855
1,765,48905
1,766,49161
1,767,49170
1,768,49304
1,769,49373
1,770,49466
1,771,49548
1,772,49701
1,773,49808
1,774,49817
1,775,49852
1,776,49870
1,777,49874
1,778,49999
1,779,50033
1,780,50059
1,781,50125
1,782,50131
1,783,50168
1,784,50209
1,785,50225
1,786,50290
1,787,50299
1,788,50465
1,789,50588
1,790,50607
1,791,50734
1,792,50748
1,793,50816
1,794,50897
1,795,50933
1,796,50982
1,797,51343
1,798,51409
1,799,51432
1,800,51516
1,801,51622
1,802,51822
1,803,51873
1,804,51874
1,805,51909
1,806,51979
1,807,52012
1,808,52087
1,809,52149
1,810,52202
1,811,52204
1,812,52233
1,813,52237
1,814,52285
1,815,52528
1,816,52626
1,817,52798
1,818,52842
1,819,52844
1,820,52967
1,821,53023
1,822,53095
1,823,53107
1,824,53213
1,825,53286
1,826,53299
1,827,53395
1,828,53428
1,829,53484
1,830,53534
1,831,53542
1,832,53545
1,833,53702
1,834,53710
1,835,53724
1,836,54088
1,837,54130
1,838,54135
1,839,54161
1,840,54418
1,841,54422
1,842,54456
1,843,54457
1,844,54507
1,845,54523
1,846,54665
1,847,54680
1,848,54787
1,849,54817
1,850,54863
1,851,54870
1,852,54924
1,853,54964
1,854,55112
1,855,55281
1,856,55341
1,857,55348
1,858,55364
1,859,55399
1,860,55496
1,861,55559
1,862,55573
1,863,55594
1,864,55618
1,865,55725
1,866,55735
1,867,55747
1,868,55757
1,869,56023
1,870,56053
1,871,56107
1,872,56122
1,873,56127
1,874,56128
1,875,56211
1,876,56232
1,877,56339
1,878,56352
1,879,56392
1,880,56410
1,881,56559
1,882,56583
1,883,56640
1,884,56705
1,885,57021
1,886,57048
1,887,57138
1,888,57184
1,889,57185
1,890,57200
1,891,57225
1,892,57372
1,893,57376
1,894,57494
1,895,57553
1,896,57669
1,897,57710
1,898,57854
1,899,57880
1,900,57882
1,901,57936
1,902,58056
1,903,58062
1,904,58069
1,905,58219
1,906,58221
1,907,58300
1,908,58400
1,909,58484
1,910,58506
1,911,58527
1,912,58563
1,913,58567
1,914,58575
1,915,58579
1,916,58636
1,917,58662
1,918,58718
1,919,58722
1,920,58845
1,921,58935
1,922,59081
1,923,59140
1,924,59173
1,925,59344
1,926,59363
1,927,59381
1,928,59452
1,929,59485
1,930,59807
1,931,59918
1,932,59996
1,933,60052
1,934,60184
1,935,60235
1,936,60289
1,937,60335
1,938,60351
1,939,60479
1,940,60690
1,941,60741
1,942,60790
1,943,60842
1,944,60874
1,945,60988
1,946,61000
1,947,61012
1,948,61095
1,949,61097
1,950,61223
1,951,61240
1,952,61243
1,953,61257
1,954,61300
1,955,61337
1,956,61338
1,957,61721
1,958,61730
1,959,61804
1,960,61809
1,961,61820
1,962,61944
1,963,62023
1,964,62080
1,965,62168
1,966,62284
1,967,62313
1,968,62415
1,969,62485
1,970,62651
1,971,62679
1,972,62857
1,973,62881
1,974,62949
